id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-NGLiV_RsaDCUH6LqAD4	If you are allergic to fruits from the  APPLE family (apple, pear), you can still bake an apple pie. These allergic reactions usually occur only when the food is raw. People who are allergic to the raw food can eat it cooked, canned, microwaved, processed or baked. For example, someone allergic to raw apples can eat apple sauce, apple jelly, apple juice, apple pie and dried apples. However, nuts may cause allergic reactions whether raw or cooked. This problem is usually life long.	LFiNVaQ	45-54	male	passive	7	4	4	45 or older
-NKcy0I0OiYTQO3WJaZl	It should look as shown in the picture below.	68942e2a	65-74	male	passive	0	0	0	younger than 45
-NKY2LwhTNlmdqG5Vk7s	This was the last step in the recipe. Feel free to ask any additional questions you might have.	ea5def48	55-64	female	active	0	1	1	45 or older
-NKiM1QgpJkKdJLQ1rjW	In this step, I would recommend washing the basil leaves and leaving the water clinging to them.	4f7f5758	25-34	female	active	0	0	0	younger than 45
-NHA1pHXndvnMrVoxAxL	What happens quite often here is that your crust is almost rock-like in its density.  Knowing that gluten—the network of proteins formed when flour meets water—is the most likely culprit, you can minimize its formation.  First and foremost: cut the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein.  Replacing a quarter of the flour worked well. Adding a couple teaspoons of baking powder to the mix helped bring a bit of air to the mix, forming a crust that was lighter and crisper, with increased surface area (and we all know that more surface area = more crispness, right?).	ABFwuoU	45-54	female	active	3	6	6	45 or older
-NH4vO4lIcKt5wnByb5f	"Soufflé anxiety, or ""soufflanxiety,"" as it's clinically known, is very much a real thing, suffered by millions of cooks all over the world. But don't worry, a soufflé is easy, stupid easy, souffloopid easy."	nRHLDUQ	45-54	female	passive	1	2	2	45 or older
-NGqGJsWgDEbhnduBlAf	This will let it cool down slightly while allowing any vestiges of overworked gluten to relax and any under-hydrated starch to hydrate, helping the gnocchi to puff properly as they poach.	INfBowH	35-44	male	active	0	1	There is only one fact in this text.	younger than 45
-NGWbHT79vyy2Ggj45rj	Before going next, which material would you choose for the pie shell?	rfAHhxd	65-74	male	active	0	1	There is only one fact in this text, which is that there is a choice of materials for the pie shell.	younger than 45
-NKI8WSKhxAqVx_j2kg9	However, if you prefer there are alternative approaches to make a good stock	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NGzrFARGwQd9PZ0x0AW	https://cdn.jwplayer.com/v2/media/MULAFKQe/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/MULAFKQe.mp4	EioCaKa	18-24	male	passive	0	0	There are zero facts in this text.	younger than 45
-NGLjap6xRnmwg_78uII	My algorithms do not allow me to have a favourite dessert	LFiNVaQ	45-54	male	passive	0	1	1	45 or older
-NKdHO6W1g-5kcnCvAmY	"A ""metal spider"" is restaurant lingo for a flat mesh scoop used in frying and skimming."	c70f521	45-54	female	active	1	1	One.	45 or older
-NKikXWrOG6DpFW6Fem6	Exactly! That's part of step 4	a9780bf6	45-54	female	active	0	0	The text does not contain any facts.	45 or older
-NGgKtbg970bSsK8uE5S	Let me see...	xMKcudn	45-54	female	passive	0	0	0	45 or older
-NKceZRpghu-COaf2Ag2	"Also, as a reminder, whenever you want to go to the next step simply type ""next"". If you want to go to a previous step type ""previous"". But if you have any questions, feel free to ask."	2b71cb60	65-74	female	passive	0	0	There are no facts in this text. It is simply providing instructions on how to navigate through a process.	younger than 45
-NKcxJIwEI6ODLWifwy7	Ok great! Let's go to the next step	68942e2a	65-74	male	passive	0	0	There are no facts in this text.	younger than 45
-NGWw4WGdJIUwfaLDgl9	Hi.  What can I do for you?	PPmiUbC	55-64	male	passive	0	0	Zero. The given text does not contain any facts.	45 or older
-NKdGj1VBAdeTq0a1cQx	Ok, let's go to the next one.	c70f521	45-54	female	active	0	1	"There is only one fact in this text which is ""Ok, let's go to the next one."""	45 or older
-NKXp7IbKypfBmLTapQz	Are you planning to use Pecorino Fiore Sardo or a different type of cheese?	ea5def48	55-64	female	active	0	0	0 (There are no facts in this text)	45 or older
-NGuumG4emcQpsiiwwlg	Not really.  But it keeps the apples tender rather than mushy and avoids the problem of a watery pie.  When brought to a boil, apples break down and release their juices completely, flooding the pie.  A slightly-cooler-than-standard target temperature keeps the apples plump and juicy, with enough structure to retain their own water content, so there isn't as much need for starch.	cegcgsG	55-64	female	active	0	3	3	45 or older
-NGWdk8ecPyjyM9u2Zto	Exactly!  Cut five or six large vents with a sharp knife, using the blade to open each one a little wider—when vents are cut too narrow, entrapped steam can make the top crust a bit mushy.	rfAHhxd	65-74	male	active	0	2	2	younger than 45
-NH9uFXLP4MX66iCG5XS	Hi.  How can I help you?	ABFwuoU	45-54	female	active	0	0	0	45 or older
-NHA2pgfl6YMx7q0tCAj	Interesting question.  Let me tell you	ABFwuoU	45-54	female	active	0	0	0. There are no facts stated in this text.	45 or older
-NGvc5xMazWAV1mEIyd8	Yes, it should look like this:	tLrorpH	55-64	female	active	0	0	0	45 or older
-NKgsG9QEDD5iuDu6qec	I'm sorry, I do not think I have this information	7460a2a0	45-54	male	passive	0	0	0	45 or older
-NKcfciKIqkt1UdhQh0D	This is the last step in the recipe! Well done!	2b71cb60	65-74	female	passive	0	1	1	younger than 45
-NH4wH33jrvKLtJ26F6N	If you don't have a stand mixer or you're lax with beating the egg whites, you can add a little cream of tartar to the whites, an acid that also prevents those sulfur bonds from forming.  If you want an insurance policy against messed-up egg whites, copper or cream of tartar are good ideas.	nRHLDUQ	45-54	female	passive	2	2	2	45 or older
-NGgG2BnxezrhHzGXLwL	I'm sorry, I do not think I have a video for the spatchcocking process, but I found this:	xMKcudn	45-54	female	passive	0	0	0	45 or older
-NKh-lcCYkwF6rDyKdwA	Let me show you a picture of this step	7460a2a0	45-54	male	passive	0	0	0. There are no factual statements in this sentence.	45 or older
-NGvqY1rho1N0jEtgHLG	The Maillard reaction is a non-enzymatic reaction. This reaction is responsible for the production of the flavor when foods are cooked. Examples of foods that undergo Maillard reaction include breads, steaks, and potatoes. It is a chemical reaction that takes place between the amine group of a free amino acid and the carbonyl group of a reducing sugar, usually with the addition of heat. The sugar interacts with the amino acid, producing a variety of odors and flavors. The Maillard reaction is the basis for producing artificial flavors for processed foods in the flavoring industry, since the type of amino acid involved determines the resulting flavor.	tLrorpH	55-64	female	active	3	6	6	45 or older
-NKipCr1Y1NXU_4vAbvG	Step 14:  Return gastrique to medium heat and bring back to a boil, then reduce heat to maintain a strong simmer and cook until it is very slightly reduced, about 2 minutes; stir, if needed, to dissolve any last traces of hardened sugar, then set aside.	a9780bf6	45-54	female	active	0	1	There is only one fact in this text: the duration of time needed to cook the gastrique until slightly reduced (about 2 minutes).	45 or older
-NGusm4zED3i9Pxa-ymg	Also: Make sure to tuck in the dough correctly.This is important for the crust.	cegcgsG	55-64	female	active	0	2	2	45 or older
-NKIBDq9R45YKKDh3dfd	Would you like to go to the next step?	1vNO49Y	35-44	male	active	0	0	0	younger than 45
-NKXyOv266ym_pqGgY3F	No, pepper is not a required ingredient.	ea5def48	55-64	female	active	0	1	1	45 or older
-NKiMx2IN7c69-RNmhtL	I'm sorry, I do not think I have this information	4f7f5758	25-34	female	active	0	0	0	younger than 45
-NGvsOgdDCGsQHh2sTY6	I don't know which type of soufflé is more popular, but usually you differ between savory and sweet soufflé. There are a number of both savory and sweet soufflé flavor variations. Savory soufflés often include cheese, and vegetables such as spinach, carrot and herbs, and may sometimes incorporate poultry, bacon, ham, or seafood for a more substantial dish. Sweet soufflés may be based on a chocolate or fruit sauce (lemon or raspberry, for example), and are often served with a dusting of powdered sugar. Frugal recipes sometimes emphasize the possibilities for making soufflés from leftovers.	tLrorpH	55-64	female	active	3	5	5	45 or older
-NGgEp42-OgBbRAdmVFG	Let me see...	xMKcudn	45-54	female	passive	0	0	0. There are no facts in this text.	45 or older
-NGqBpjCpbTGUE2aQ15E	With most Western breads and pastries, cold or room temperature liquid is added to flour before kneading it. There are two kinked proteins in flour, glutenin, and gliadin. Get them lubricated and rub them around enough through mechanical action (like kneading), and they tend to stretch out and bind with each other, forming the stretchy protein matrix known as gluten.	INfBowH	35-44	male	active	3	3	3	younger than 45
-NGqEgXWs_JBbTNL3--H	May I ask you: Are you good at mixing a dough by hand?	INfBowH	35-44	male	active	0	0	There are no facts in this text.	younger than 45
-NKigf7q0mE7fsJh0KhK	Do you have any other questions, or would you like to go to the first step?	a9780bf6	45-54	female	active	0	0	0	45 or older
-NGzuTa4Je1tvU2IBtbO	Duck is high in fat, so when roasting a whole duck you can end up with a lot of fat left with the duck inside the skin and soggier skin. This can present a challenge when cooking, because we want the fat to render out and the skin to become crispy and delicious.The most common way to do this, classically, is to prick the skin all over, to permit the fat an exit path (when doing this, be careful to cut through the skin into the fat layer, but hopefully not into the meat itself)	EioCaKa	18-24	male	passive	3	3	3	younger than 45
-NGvirohCa4Z3bFcmUvg	This is step 5	tLrorpH	55-64	female	active	0	1	1	45 or older
-NGWcRgi6vf_Keh-mLer	Another thing that's important here before proceeding. Refrigerating the pie!	rfAHhxd	65-74	male	active	0	0	0	younger than 45
-NKXzfg09eFqqLy7dSWP	Don't worry about it! I'm here to help you to make the best pesto so feel free to ask any question you might have!	ea5def48	55-64	female	active	0	0	Zero.	45 or older
-NKI60x24EMLHGNiiHZ8	Have you managed to find bitter oranges or Seville oranges for the recipe?	1vNO49Y	35-44	male	active	0	0	0	younger than 45
-NGuoRBxCxkoVaH7bQLq	When making apple pie, you can use two different pie dough recipes, whether you like it old-fashioned and flaky or foolproof and tender. So it is a recipe, not a product.	cegcgsG	55-64	female	active	0	1	1	45 or older
-NJiusopLHEMDOabptRw	You check check the process from minutes 3:30 to 3:50 in the following video	sVzhG	45-54	female	passive	0	1	1	45 or older
-NKh-0uOYol8qRY1tgPQ	That is a great question!  That gentle folding is key since you want to keep as many of the tiny air bubbles trapped in the beaten whites as you can. The more you mix, and the more vigorously you do it, the more air bubbles you'll lose. Once in the oven, those air bubbles will expand as gases and steam inflate them.	7460a2a0	45-54	male	passive	3	2	Two facts. The first fact is that gentle folding is important in order to keep air bubbles trapped in beaten egg whites. The second fact is that these air bubbles will expand in the oven due to gases and steam.	45 or older
-NGuq61ldA1Hc_ZjsyfG	Very interesting question!  Let me tell you	cegcgsG	55-64	female	active	0	0	0	45 or older
-NH4uJQdli7Y2JKkjZhI	I'm sorry I do not have answer for this question	nRHLDUQ	45-54	female	passive	0	0	0	45 or older
-NGunrmWabqQB7x-srZh	Cool! Happy to hear that :-)	cegcgsG	55-64	female	active	0	0	0	45 or older
-NKJ0G_f9P9YipuaGGFG	You should remove the pot from heat before adding the herbs. After doing so you can proceed by  adding mustard and cheese and beat with wooden spoon until homogenous. You can then  add eggs one at a time, beating vigorously with each addition to prevent eggs from curdling and allowing dough to fully incorporate egg before adding the next one.  When final egg has been added, add herbs and beat to combine.	pC0jYVl	45-54	male	passive	3	4	Four facts. 1. You should remove the pot from heat before adding the herbs. 2. You can proceed by adding mustard and cheese and beat with a wooden spoon until homogenous. 3. You can then add eggs one at a time, beating vigorously with each addition to prevent eggs from curdling and allowing dough to fully incorporate egg before adding the next one. 4. When final egg has been added, add herbs and beat to combine.	45 or older
-NHA0Omdp4p_rXiImQhe	https://www.seriouseats.com/thmb/WU9bKRoD0msfaMmWWzPl7WCv0qw=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-04-e92e48ae746243489a4af90a93169f96.jpg	ABFwuoU	45-54	female	active	0	0	There are no facts in this text as it is a web link to an image, not a written text with statements that can be verified.	45 or older
-NH4xBYABqLv7cAYbmyL	Probably the non-stick property is important here.	nRHLDUQ	45-54	female	passive	0	1	1	45 or older
-NKiIkMtgF5TPjdeHtTg	https://www.seriouseats.com/thmb/LNBuPpRRfxUVTSo51pU8D6MBLSA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-11--1500x1125-da04608777e94d9c8d0c137bcb96b233.jpg	4f7f5758	25-34	female	active	0	0	There are no facts in this text.	younger than 45
-NH4oHYtlVtjh5Xm83VL	Hi.  How can I help you?	nRHLDUQ	45-54	female	passive	0	0	There are zero facts in this text.	45 or older
-NKilqzLW5hg2haZtEbL	Do you have any questions about this step?	a9780bf6	45-54	female	active	0	0	0	45 or older
-NKIAJ8dSY16EQlWOEdL	Correct! You truly are an expert!  As you mentioned, blanching also helps set the bird into picture-perfect form; the skin tightens in the hot water, and because the duck is buoyant, any potentially asymmetrical effects of gravity are negated.	1vNO49Y	35-44	male	active	0	2	2	younger than 45
-NGvidiUoweoBPn1lg3G	Great question! The egg yolks get whisked in for even more richness, and, when in the oven, coagulation—as the eggs cook, they set, just like when you fry or scramble them, allowing the soufflé to hold onto its loft for at least some time before deflating.	tLrorpH	55-64	female	active	2	2	2	45 or older
-NKXz9s2PgC9rMtmAFDC	I'm sorry, I do not think I have this information	ea5def48	55-64	female	active	0	0	0	45 or older
-NKIE6qtvaX8q60YmGqb	That is correct.  A gastrique is a sweet-sour mixture of caramel and wine vinegar, added in small doses to a sauce to flavor it. When done right, the acidity is bright and sharp, but lightly rounded out by the darkened sugar.	1vNO49Y	35-44	male	active	1	3	3	younger than 45
-NGgNnl2XelsTZXRCTtI	Let me see...	xMKcudn	45-54	female	passive	0	0	There is no factual information in the text. Therefore, the answer is 0.	45 or older
-NKIDKZt8G5r1b8OYI-q	This is, in the end, great news, because what it means is that it's really, really hard to ruin a roast duck.	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NKcd14mqW3ykZR_3PDE	Do you have any questions about the tools or ingredients required to make pesto?	2b71cb60	65-74	female	passive	0	0	0	younger than 45
