conv_id	condition	utterance_id	participant	length_char	length_words	utterance
5ea196f089935b04d2ee69d9	active	-N6JkOE6sOBVoeeNZusV	agent	106	19	However, If you want to make the very best pesto, get yourself a mortar and pestle from the Mediterranean.
5ea196f089935b04d2ee69d9	active	-N6JkSNXTa1wcmJYt1re	user	67	13	Okay! I'll have to do that next time. Thank you for the suggestion.
5ea196f089935b04d2ee69d9	active	-N6JkdM8uwQGTpvMzIVA	user	50	10	I finished my garlic paste, what should I do next?
5ea196f089935b04d2ee69d9	active	-N6Jkk87NGQcWs4QyN2V	agent	39	7	Your garlic paste should look like this
5ea196f089935b04d2ee69d9	active	-N6JkmfD8E6W6aW6msSL	agent	150	25	Next, you should add pine nuts and continue to crush with pestle, smashing and grinding them, until a sticky, only slightly chunky, beige paste forms.
5ea196f089935b04d2ee69d9	active	-N6JkshWFC3IK8O2MUxT	user	43	8	What measurement of pine nuts should I use?
5ea196f089935b04d2ee69d9	active	-N6JkvMxhDBz9U6eEf2W	agent	29	5	2 tablespoons (30g) pine nuts
5ea196f089935b04d2ee69d9	active	-N6JkwnBh2jVROWtEjFo	user	8	1	perfect.
5ea196f089935b04d2ee69d9	active	-N6Jl6ij6K7imY-wXQqr	user	72	14	okay I have added the pine nuts. It is sticky, beige and slightly chunky
5ea196f089935b04d2ee69d9	active	-N6JlC3f_sg-a_eJEvLc	agent	52	8	That's perfect! That's exactly what you should have!
5ea196f089935b04d2ee69d9	active	-N6JlGBC6eQutWn4xarl	user	39	7	Looks great, mine looks just like this.
5ea196f089935b04d2ee69d9	active	-N6JlMRXJVGbjFkl3Zv_	agent	47	10	Perfect! Would you like to go to the next step?
5ea196f089935b04d2ee69d9	active	-N6JlO6809tHn1v73JKW	user	11	3	yes I would
5ea196f089935b04d2ee69d9	active	-N6Jlboa-i3cYCfoM9U1	user	22	5	What is the next step?
5ea196f089935b04d2ee69d9	active	-N6Jll-QlBXKCzuEha-m	user	38	10	Is it okay if I use pink salt in this?
5ea196f089935b04d2ee69d9	active	-N6JlrlhvYoRpLNdv6Sj	user	127	27	Also if I run out of Basil leaves, can I use an alternative? If not, I live above a grocery store and can get them super quick.
5ea196f089935b04d2ee69d9	active	-N6JlvuFHTbSgGhLlOTu	agent	29	7	Let me see what I can find :)
5ea196f089935b04d2ee69d9	active	-N6Jm8K1KNG9QJmJw4NS	agent	254	42	Yes you can use pink salt.  Himalayan Pink Salt is basically table salt with some added chemicals. It is merely dyed pink to help it blend better However, Himalayan Pink Salt is not processed like table salt. Himalayan contains additional trace minerals.
5ea196f089935b04d2ee69d9	active	-N6JmFIxw39crgiBBeZM	user	67	16	Thank you for telling me that, I had no idea that it had dye in it!
5ea196f089935b04d2ee69d9	active	-N6JmOD2dXHL6jOoyvgu	agent	485	88	You need basil. Unless you're from Liguria itself, you probably don't have access to the prized basil of that region. If you happen to grow your own, lucky you. If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it. If you have to settle for supermarket clamshells of hydroponic herb, well, then, that's what it's going to be. Basically, get the best fresh basil you can, and that's all there is to it.
5ea196f089935b04d2ee69d9	active	-N6JmYoI4sXHpT-MKJxF	user	103	22	Okay, my neighbor has a Basil plant. I'm going to go next door real quick and see if I can borrow some.
5ea196f089935b04d2ee69d9	active	-N6Jmc3E_uEcMelqkLw7	user	42	10	Also you are a little sassy and I like it.
5ea196f089935b04d2ee69d9	active	-N6Jmi7qoYOyv5UCpIuq	user	59	11	Success! My neighbor gave me some Basil off of their plant.
5ea196f089935b04d2ee69d9	active	-N6JmmiV_AGyaBEsH5ea	user	92	20	I now have all the Basil I need. I can proceed and would like to find out what happens next.
5ea196f089935b04d2ee69d9	active	-N6JmptOYpmHBpRWYX3c	agent	42	8	that's perfect! Let's go to the next step!
5ea196f089935b04d2ee69d9	active	-N6Jn-nSKwHT9vv5eoph	user	84	18	So it says to add both cheeses, can you remind me what cheeses I am supposed to use?
5ea196f089935b04d2ee69d9	active	-N6Jn55kJ83mmWIWcL_w	agent	80	14	What Cheese Should Be Used in Pesto Sauce you ask? That's an excellent question!
5ea196f089935b04d2ee69d9	active	-N6Jn6Uuq121wGvVBTZ7	agent	143	19	Historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese.
5ea196f089935b04d2ee69d9	active	-N6Jn99lGv5sFFKgimMi	agent	186	28	When pesto first became popular in the United States, however, Fiore Sardo was pretty much unavailable here, so recipe writers substituted the next best available thing: Pecorino Romano.
5ea196f089935b04d2ee69d9	active	-N6Jn9twS-42AwDRJYqS	agent	70	11	But Pecorino Romano is saltier, sharper, and tangier than Fiore Sardo.
5ea196f089935b04d2ee69d9	active	-N6JnCsy8p7I76D5JPOy	agent	19	4	So my suggestion is
5ea196f089935b04d2ee69d9	active	-N6JnHaX-JNCJ-9vohv4	agent	64	9	Add  equal parts of Parmigiano-Reggiano and Pecorino Fiore Sardo
5ea196f089935b04d2ee69d9	active	-N6JnNtI1ENkRxm2TbPq	user	85	19	perfect I will do that. Can I go a little easy on the oil? I'm trying to stay healthy
5ea196f089935b04d2ee69d9	active	-N6JnbDmkrR-ioRRawLi	agent	196	34	Yes you can. But I'd highly recommend you use a decent, somewhat mild olive oil, if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.
5ea196f089935b04d2ee69d9	active	-N6JndnKxglI5vM6AV1W	user	7	1	Perfect
5ea196f089935b04d2ee69d9	active	-N6Jng3p2wWLD0T33kIF	user	56	11	also can you tell me more about when Pesto was invented?
5ea196f089935b04d2ee69d9	active	-N6JnkoQKN8CuU__DqYn	agent	55	11	That's an amazing question! Let me see what I can find!
5ea196f089935b04d2ee69d9	active	-N6JnpXDwrazXz-Fo_gq	user	74	17	I would love to see a short video on the history of Pesto if you have one.
5ea196f089935b04d2ee69d9	active	-N6Jo-3BrjsTvep78TUB	agent	1022	171	Pesto or to refer to the original dish pesto alla genovese , is a sauce originating in Genoa, the capital city of Liguria, Italy.  Pesto is thought to have two predecessors in ancient times, going back as far as the Roman age. The ancient Romans used to eat a similar paste called moretum, which was made by crushing garlic, salt, cheese, herbs, olive oil and vinegar together. The use of this paste in the Roman cuisine is mentioned in the "Appendix Vergiliana", an ancient collection of poems where the author dwells on the details about the preparation of "moretum". During the Middle Ages, a popular sauce in the Genoan cuisine was "agliata", which was basically a mash of garlic and walnuts, as garlic was a staple in the nutrition of Ligurians, especially for the seafarers. The introduction of basil, the main ingredient of modern pesto, occurred in more recent times and is first documented only in the mid-19th century, when gastronomist Giovanni Battista Ratto published his book "La Cuciniera Genovese" in 1863:
5ea196f089935b04d2ee69d9	active	-N6JoBj_-ltAn29XqbTz	agent	149	32	I do not have a video on the history of pesto! However, I have a video on how to make it! Would you like to watch that instead (it's 6 minutes long)?
5ea196f089935b04d2ee69d9	active	-N6JoEiytRsZSNU8ORWK	user	34	6	that is so interesting. thank you!
5ea196f089935b04d2ee69d9	active	-N6JoH4whU4-HOQZJ6KG	user	45	11	I think I am okay if we don't watch the video
5ea196f089935b04d2ee69d9	active	-N6JoMmuvC551UrDyu3a	agent	50	10	Sure! Do you have any other question on this step?
5ea196f089935b04d2ee69d9	active	-N6JoPC23fXYyYCECZcx	user	43	8	also can you tell me what emulsified means?
5ea196f089935b04d2ee69d9	active	-N6JoYzO8F7LDy7Z8aTF	agent	562	84	An emulsion is a mixture of two or more liquids that are normally immiscible (unmixable or unblendable). Emulsions are part of a more general class of two-phase systems of matter called colloids. Although the terms "colloid" and "emulsion" are sometimes used interchangeably, "emulsion" should be used when both phases, dispersed and continuous, are liquids. In an emulsion, one liquid (the dispersed phase) is dispersed in the other (the continuous phase). Examples of emulsions include vinaigrettes, homogenized milk, and some cutting fluids for metal working.
5ea196f089935b04d2ee69d9	active	-N6JohxKRVCPjp7ihC0e	user	85	18	thank you for that! So I have added my cheeses and my oils. It is looking pretty good
5ea196f089935b04d2ee69d9	active	-N6JoplzoRbqqIEWt5TF	agent	54	10	That's amazing! You are almost done! One step to go :)
5ea196f089935b04d2ee69d9	active	-N6JorJfg_-bM-5n3BKe	user	6	1	great.
5ea196f089935b04d2ee69d9	active	-N6Jp-Ex-GPTFu3SKkUt	agent	38	9	Would you like to go to the next step?
5ea196f089935b04d2ee69d9	active	-N6Jp0rL44nf8QkhKrdr	user	21	5	yes I would thank you
5ea196f089935b04d2ee69d9	active	-N6Jp7OvxqbDakS40FRZ	user	49	9	amazing. I think I will refrigerate it for later.
5ea196f089935b04d2ee69d9	active	-N6Jp9lEdVmLT1CMrY-O	user	46	10	I think I actually would like to see the video
5ea196f089935b04d2ee69d9	active	-N6JpBSDdc7RXKRT-yIv	agent	5	1	Sure!
5ea196f089935b04d2ee69d9	active	-N6Jq74J894TAYiT3kKM	user	81	17	Thank you so much for sharing that. If it is okay, I won't watch the whole thing.
5ea196f089935b04d2ee69d9	active	-N6Jq9hL62wVzc9QAh5c	agent	22	5	Sure there is no need!
5ea196f089935b04d2ee69d9	active	-N6JqDLFWvYxXc7p3ksp	agent	62	10	You are done! Congratulations! You can enjoy your pesto now :)
v684ge8cmo	active	-NBMwMVF5SbMX03l6tpn	agent	246	46	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Apple Pie. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
v684ge8cmo	active	-NBMwPx_votr8HIv5bnC	user	5	1	Start
v684ge8cmo	active	-NBMwUY-_Cy9BqLiSxOe	agent	75	14	Do you have any questions about the ingredients you need to make apple pie?
v684ge8cmo	active	-NBMw_gjBL_4KWJlEr6_	user	19	4	What is kosher salt
v684ge8cmo	active	-NBMwfUUhzPUR_xsrJse	agent	226	38	That's a great question! Kosher salt or kitchen salt is coarse edible salt without common additives such as iodine. Used in cooking and not at the table, it consists mainly of sodium chloride and may include anticaking agents.
v684ge8cmo	active	-NBMwqf07NpHHVdQEKr5	user	22	4	What is tapioca starch
v684ge8cmo	active	-NBMxBjqfhMw0snWR0Md	agent	96	15	Tapioca is a starch extracted from the storage roots of the cassava plant ("Manihot esculenta").
v684ge8cmo	active	-NBMxH18TXOEeU5Y6zGA	user	4	1	next
v684ge8cmo	active	-NBMxMmcHHpjjj0F4Wd2	agent	58	11	For this recipe, selecting the right type of apples is key
v684ge8cmo	active	-NBMxVAa9Fr1sncrvpQU	user	35	7	Why does the type of apples matter?
v684ge8cmo	active	-NBMxji9WuXbMTbsqZ94	agent	259	44	While it's often said that when making apple pie, using a variety of apples can create depth of flavor. However, this can also introduce unnecessary variables into the equation, with some types of apples breaking down more quickly to flood the pie with juice.
v684ge8cmo	active	-NBMxome7KQSY-0wWKlG	user	49	12	Can you show me a video of how to cut the apples?
v684ge8cmo	active	-NBMxooD6wpy3b_72PPr	agent	70	11	Hence, I would recommend using tart baking apples, like Granny Smiths.
v684ge8cmo	active	-NBMy1ykLpxo_c9M9WUd	agent	38	8	you can check from minute 0.30 to 0.45
v684ge8cmo	active	-NBMy6eg9TB07yTILZtp	agent	76	16	The way in which you cut apples here is a crucial step when making apple pie
v684ge8cmo	active	-NBMyFMleh62We98u5rB	user	4	1	next
v684ge8cmo	active	-NBMyO-JdoX7cSXRWi0_	user	19	3	What is macerating?
v684ge8cmo	active	-NBMylXVJXAfjlcQHN9v	agent	42	9	Great question! Let me see what I can find
v684ge8cmo	active	-NBMywNxa4sO8RRBVEOC	agent	224	39	In food preparation, maceration is softening or breaking into pieces using a liquid. Raw, dried or preserved fruit or vegetables are soaked in a liquid to soften the food and/or absorb the flavor of the liquid into the food.
v684ge8cmo	active	-NBMz19j_4qNc4kh6Ka8	agent	130	20	In this context,  macerating helps break down the fruit's structure, leading to a massive reduction in volume without any cooking.
v684ge8cmo	active	-NBMz9wrsqjwIMMzs4Mq	user	4	1	next
v684ge8cmo	active	-NBMzIIvmCylNFQhGKLy	user	31	6	Why did you add tapioca starch?
v684ge8cmo	active	-NBMzvzqhPcEV7DZyz8-	agent	406	69	The liquid you see after macerating the apples is a syrup composed primarily of brown sugar dissolved by a small amount of tart apple juice. That lack of moisture means there's no need to spend time and energy cooking the liquid down to concentrate the "juices," as the liquid is already quite concentrated. Further cooking will only candy the syrup and bring out the funky flavors of caramelized fructose.
v684ge8cmo	active	-NBN-0Kd3sL2EiYQzatT	agent	96	17	In this context, water content of the fruit is easily managed through a touch of tapioca starch.
v684ge8cmo	active	-NBN-GZjQLlLiFG4lpLL	user	39	9	Can you show me how to pinch the crust?
v684ge8cmo	active	-NBN-OvxdwI4bIbG9Mle	agent	71	12	Also notice that refrigerating the pie is quite important at this point
v684ge8cmo	active	-NBN-hwjlx41lFgSb1d0	user	38	6	Why do you refrigerate before cooking?
v684ge8cmo	active	-NBN1ZV6Ntx2Y_sTahOY	agent	83	15	Chilling ensures the dough is cold to start, which keeps the crust flaky and light.
v684ge8cmo	active	-NBN1nKKLc1By2OXC5rq	agent	73	16	Do you have any other questions or would you like to go to the next step?
v684ge8cmo	active	-NBN1rHJexFe0I2bGNvm	user	4	1	next
v684ge8cmo	active	-NBN1vWc_WHCTa5APDID	user	27	7	Why do you use an egg wash?
v684ge8cmo	active	-NBN2EjKTSGk7KzSDOQn	agent	197	39	An egg wash is often used to make pastries shiny and golden or brown in color, and it also is used to help toppings or coatings stick to the surface of the pastry, or to bind pastry parts together.
v684ge8cmo	active	-NBN2Lm6oZDeN8MoGpKa	user	50	12	can you show me a video of how to place the vents?
v684ge8cmo	active	-NBN2WEoajC1afEayCi4	agent	33	6	Check from minute 1.47 until 1.53
v684ge8cmo	active	-NBN2XZERdRr5w3kvx7m	agent	59	12	In this step. also, make sure the vents are not too narrow.
v684ge8cmo	active	-NBN2h3zN7wBwhuMw8N-	user	4	1	next
v684ge8cmo	active	-NBN2wVvqw8RCX-kW3_m	agent	56	11	In this step, I would recommend using a glass pie plate.
v684ge8cmo	active	-NBN3-KxjTHACqMlXYgc	user	28	6	Why is a glass plate better?
v684ge8cmo	active	-NBN37MPWfXVMhbdmOKQ	agent	544	97	A glass pie plate is important because it determines the rate at which heat is conducted to the pie.  Heavy materials, like thick ceramic or stoneware, will slow that process down, which can produce a dense and greasy crust. Meanwhile, lightweight metal, like aluminum, may speed things up so much that by the time the crust is golden brown, the apples may still be a little crunchy. Glass lands right in the middle, conducting heat at a brisk but not breakneck pace, so that the crust turns out flaky and crisp just as the apples cook through.
v684ge8cmo	active	-NBN3PalrpcGfguw5PFv	user	4	1	next
v684ge8cmo	active	-NBN3aiI40HEUnYGRf3U	user	18	4	Can you freeze it?
v684ge8cmo	active	-NBN3g3ecQSMM4CVQ6xE	agent	132	20	Notice that the target temperature of  195°F (91°C),  is significantly cooler than the goal temperature for most fruit pie fillings.
v684ge8cmo	active	-NBN3sqwJLLFaEV0mmnU	agent	49	10	I'm sorry, I do not think I have this information
v684ge8cmo	active	-NBN3wucEXib4LsRDcY6	user	26	7	i warm if for? How long do
v684ge8cmo	active	-NBN4-8ISzy-cxBKa2ds	agent	31	5	Can you rephrase your question?
v684ge8cmo	active	-NBN4-lG3JSLwlFdjPco	user	26	7	How long do I warm it for?
v684ge8cmo	active	-NBN4BiyPkijd3HWKuTn	agent	116	22	You should bake the pie bake until it reaches 195°F (91°C) in the very center. In other words, for about 75 minutes.
v684ge8cmo	active	-NBN4F-MLwTJ11aqy-6b	user	4	1	next
v684ge8cmo	active	-NBN4S9NsGoLkBrw62tz	agent	183	34	before going to the next step, can I ask you why you think we should bake our cake at a temperature that is significantly cooler than the goal temperature for most fruit pie fillings?
v684ge8cmo	active	-NBN4aCRulQ6iCLlrV8K	user	45	8	Because you are cooking it for longer instead
v684ge8cmo	active	-NBN4lM6vOvo6__zIxpx	agent	278	43	When brought to a boil, apples break down and release their juices completely, flooding the pie. A slightly-cooler-than-standard target temperature keeps the apples plump and juicy, with enough structure to retain their own water content, so there isn't as much need for starch.
v684ge8cmo	active	-NBN4zFc2rHAdysrs8kx	agent	48	9	Do you have any other questions about this step?
v684ge8cmo	active	-NBN5-RFk57U76WB5I_2	user	2	1	no
v684ge8cmo	active	-NBN50aRWSxGwrpbCEt2	user	4	1	next
v684ge8cmo	active	-NBN54yYGv1IdYXufhSY	agent	52	10	You reached the last step in this recipe! Well done!
v684ge8cmo	active	-NBN5DnPJauhemvrUFP1	user	9	2	Thank you
eiRY3df7Aq	active	-NBXY07XFvYbFkdq9QfB	agent	252	47	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Duck à l'Orange. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
